song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
Break it off - Bonus,PinkPantheress,0.552,0.904,-4.891,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,78ul3D77noQsYjSwvwiPU1,96133
Liquorice,Azealia Banks,0.679,0.788,-9.361,0.0509,6.07e-05,2.1e-06,0.0783,0.319,126.998,3LmlegS3av5opwiIMVDbgI,196764
"Bruckner: Christus factus est, WAB 11",Anton Bruckner,0.108,0.0643,-24.955,0.0481,0.991,0.463,0.107,0.0308,85.335,0IcMW2874obAa4VtBkz3b5,301173
infinite edge,Dark0,0.463,0.737,-6.869,0.036,0.39,0.904,0.113,0.202,149.997,0YxYqHAXTUIEb08PmHIIu4,235240
Oh Father,Madonna,0.576,0.268,-14.313,0.0294,0.547,5.17e-05,0.118,0.175,115.952,5vk7txLRuAjNatZD8OCrf4,298760
The Voice,Eimear Quinn,0.452,0.36,-14.252,0.035,0.867,0.0804,0.125,0.229,93.993,6SA7BxY6zh5SaxUBp3tCtb,185827
VIGIL,Dean Blunt,0.426,0.232,-10.415,0.0276,0.00528,0.848,0.0951,0.209,56.489,5rXMqG69nF9h4wU3qD3wiE,150480
Black Hole,Griff,0.878,0.64,-5.641,0.0591,0.142,0.0,0.0981,0.658,124.069,6xw8ld1ztoCKifwTN6uGDq,200524
In Darkness Let Me Dwell,John Dowland,0.303,0.0228,-25.42,0.0442,0.993,0.452,0.104,0.0549,97.064,0YuAfialDCpByqEt8Pj7wQ,257747
Wildeye - Danny L Harle Remix,Jónsi,0.207,0.606,-6.649,0.0456,0.359,0.000441,0.165,0.122,105.244,4Vz7gRDm7Tzx0PzUAsVURD,220187
Larg,Elgit Doda,0.846,0.482,-10.192,0.152,0.249,0.0582,0.0975,0.4,117.013,66GUwtlP1t61yBOMwhBaAb,192262
Berlín,ETM,0.551,0.726,-9.067,0.0378,0.106,0.86,0.131,0.177,120.004,7IgV27kgRGH0Bg9iseL8NS,234667
This is your Life,ishi vu,0.572,0.907,-6.236,0.0364,0.0205,0.95,0.0957,0.0382,127.998,1WP4Ocvz76jZsGV2WU0BWL,352493
Sökare Som Är Älskare,Team Rockit,0.511,0.897,-7.614,0.0389,0.0888,0.0254,0.869,0.531,125.003,6xfJ09bMFX8nh6ePXZIujt,322080
Comfortably Numb - 2011 Remastered Version,Pink Floyd,0.479,0.309,-14.751,0.0299,0.153,0.22,0.134,0.182,127.155,7Fg4jpwpkdkGCvq1rrXnvx,379213
Future Remix 98,Jog,0.615,0.907,-13.352,0.0448,0.0484,0.147,0.0842,0.693,164.911,3qhArZJLBv2ivxjEifc7wK,327809
Flashing,Smerz,0.444,0.19,-13.989,0.0334,0.934,0.0436,0.0942,0.705,82.549,3qJ7uiN8W7ykxSVZ1lvdLs,160048
Flowershop Quintet,Stewart Copeland,0.677,0.409,-16.47,0.0357,0.66,0.722,0.127,0.719,112.163,23hOxIfDUGLSZ9AaXGmlsu,224240
COVER GIRL,BIA,0.782,0.6,-4.787,0.169,0.00126,0.0,0.126,0.281,113.349,3l1DD2X1lomNhj6xO3ftcb,149498
I Remember,deadmau5,0.642,0.551,-9.158,0.0334,0.00397,0.00225,0.835,0.642,127.949,7bWCQHQh8xBbd83RRXR0II,201493
Meat Grinder,Madvillain,0.571,0.717,-8.333,0.336,0.359,3.12e-06,0.797,0.881,87.54,4WM1hvYr2NC6bQnQXcj3sH,131867
Eu Sou O Mestre Dos Magos,DJ GRZS,0.959,0.521,-7.496,0.364,0.0852,6.29e-05,0.204,0.408,130.058,132wAeR05o10R9iSjA1XAE,174827
Fallen Angel,TIX,0.542,0.647,-4.973,0.0277,0.071,0.0,0.108,0.281,92.999,1ISMa0THMDKFBq2UMfm02e,173786
good 4 u,Olivia Rodrigo,0.563,0.664,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,4ZtFanR9U6ndgddUvNcjcG,178147
Krvn,UZI,0.966,0.582,-6.225,0.0837,0.138,1.92e-05,0.112,0.186,115.05,4a1WLOoydq7u011UG9jjC9,171880
Faded 2.0 - DJ Mustard & DJ Snake Remix,ZHU,0.789,0.831,-4.446,0.0511,0.0252,0.00383,0.29,0.544,97.017,3n9s67LCX46zCpvqga1LHZ,222680
God - Evian Christ Remix,Bladee,0.179,0.714,-5.753,0.0598,0.0118,0.0402,0.0869,0.1,179.843,04NzuTh4rKDFfC1BJB2nfv,206484
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,0.419,0.672,-6.353,0.0917,0.623,0.0,0.412,0.304,105.211,3IuSgREoO5y88HdIcE2Xee,316467
Hell On Earth,KAS:ST,0.537,0.899,-8.566,0.0552,0.0481,0.906,0.0985,0.0624,135.954,2Qa3z8W5w3dukIwZZ20z36,388255
Do You Remember,Danny L Harle,0.466,0.889,-7.021,0.0666,0.206,0.322,0.149,0.386,154.974,26ETISqSBZl159lQO5AtZk,203733
Make You Freak - Original Mix,Scott Brown,0.513,0.97,-6.79,0.0457,0.000488,0.805,0.106,0.546,171.966,0U5SzrM3RxCJam59G96nM3,329728
Boing Beat,Danny L Harle,0.552,0.856,-3.561,0.316,0.0422,0.0,0.227,0.251,162.833,0eH17iG3LJY88hjCTdC756,92853
Everybody In The Place - 155 And Rising,The Prodigy,0.646,0.909,-12.349,0.0789,0.00278,0.628,0.0871,0.529,155.084,5mvVpX2f6kYDUzpjTHb5Ac,250973
Interlocked,Danny L Harle,0.737,0.621,-4.539,0.0668,0.0233,0.193,0.107,0.301,161.911,53ClYkBItyVBclAdFVMJt5,166787
Taking Drugs? - Original Mix,Scott Brown,0.559,0.956,-5.651,0.0639,0.00654,0.0747,0.0944,0.249,169.857,0EzZCIBAzRAlEVKCm9upI0,363919
Ocean's Theme,Danny L Harle,0.173,0.288,-12.817,0.0354,0.78,0.00416,0.341,0.0377,123.133,1zZsWNYFjxDgZOKZ9sBvUV,229773
More & More,Hixxy,0.392,0.955,-5.088,0.0579,0.00482,0.00506,0.211,0.17,173.947,6ic1jTfNh3kSa7WtyFqJdS,171507
On A Mountain,Danny L Harle,0.49,0.724,-6.126,0.0426,0.118,7.62e-06,0.0631,0.26,155.002,3BIOgDZVS4iAmtDJ1S6RrD,186480
I See Right Through To You,DJ Encore,0.564,0.848,-5.439,0.0458,0.0235,0.0609,0.258,0.268,140.01,06L0ZfiMzfrzLRmwHeuzfI,228800
Piano Song,Danny L Harle,0.657,0.8,-3.91,0.0631,0.348,5.47e-05,0.0729,0.246,155.055,7rHv6aeboZ8axyZa0IfObt,100973
Never Alone - Re-Style Remix,2 Brothers On The 4th Floor,0.534,0.915,-4.169,0.076,0.00676,0.0393,0.846,0.697,175.032,06uht1keHAWyzBtdDIOgoe,230400
Where Are You Now,Danny L Harle,0.32,0.94,-5.847,0.0536,0.00544,0.001,0.426,0.275,149.916,21dVGramnWyMgPXh8j4PMv,221560
Just a Touch - Danny L Harle Harlecore Remix,Perfume Genius,0.271,0.831,-8.686,0.0831,0.0584,0.633,0.108,0.187,152.345,6hmmO0tHSG1VzJ75iac8EO,221974
Café Del Mar - Three 'n One Radio Edit,Energy 52,0.594,0.962,-9.186,0.0678,0.0657,0.936,0.0418,0.298,133.021,791WQUn8PePLamJVPgGKZC,229600
All Night,Danny L Harle,0.585,0.914,-4.321,0.0602,0.044,0.00451,0.176,0.474,154.999,7JFQPt9qzY7U0NMPCdXE83,177853
Castles In The Sky - Peter Luts Radio Edit,Ian van Dahl,0.658,0.947,-6.922,0.0445,0.252,0.13,0.142,0.412,139.997,2EhlTKxStybQpKktuuanws,199680
Take My Heart Away,Danny L Harle,0.52,0.805,-5.254,0.0726,0.0618,0.00258,0.208,0.525,154.843,0McxF8eId0vNfcOig2RoZ6,185067
Crazy Man - Remastered,The Prodigy,0.545,0.989,-5.843,0.0595,9.18e-05,0.709,0.592,0.377,134.642,1g88xYcD9XzOyS8tLPMqrb,246000
For So Long,Danny L Harle,0.119,0.32,-11.974,0.0385,0.652,0.0369,0.0661,0.0354,85.728,2HrO27fbdV3nH2ciJAvmmv,258013
Rushin’ On Pink Champagne,Happy Tunes,0.63,0.974,-5.562,0.0556,0.00391,0.846,0.141,0.946,159.836,5bBDVe7GOHzEAupJMObIgT,392000
Shining Stars,Danny L Harle,0.501,0.903,-4.751,0.0659,0.0353,0.0508,0.0714,0.562,170.014,5CFoz42VjWav4Aal9yAc1W,181493
Find Your Way - Breeze & Styles Mix,Spenno & Jess,0.472,0.923,-5.642,0.0722,0.019,0.0256,0.308,0.469,167.97,2PDHn2jsphHNkaUNDPPrmn,358627
Nessaja,Scooter,0.492,0.901,-7.03,0.045,0.00139,0.0486,0.186,0.104,143.014,2zhGnnDewN4kBsVzbqjBtX,208933
Car Song,Danny L Harle,0.745,0.871,-2.758,0.455,0.19,0.0,0.14,0.701,162.93,5E9rFVAGmdtA7ueCNqLlmW,91813
Ozone Bounce,MC Finchy,0.451,0.895,-5.925,0.117,0.00289,0.429,0.227,0.205,150.039,5W9IkUZUbvmo1WnhMarDRd,195200
Nessaja - Breeze Remix,Scooter,0.404,0.988,-5.388,0.0878,0.000437,0.404,0.113,0.12,169.983,65zmTLB7caWI9qR77ptsmb,194050
Ti Amo (feat. MC Spirits),Danny L Harle,0.481,0.915,-4.862,0.036,0.000387,0.0744,0.0677,0.278,95.518,1k3Bis65TRcvJu0EJiboJh,163080
Peace & Loveism,Sonz Of A Loop Da Loop Era & The Scratchadelic Experience,0.648,0.96,-11.807,0.0607,0.00632,0.74,0.182,0.64,145.488,3ikAueQttESomCjKLaZcYj,380407
Rainbow In The Sky - K & A's Radio Blast,Paul Elstak,0.475,0.941,-7.042,0.0345,0.000125,0.0102,0.276,0.262,167.973,2PVqPbRv7mlCp2JYzDeMsc,213113
Fly Away - Hixxy Mix,Visa,0.451,0.973,-5.346,0.0467,0.00135,0.245,0.161,0.0951,169.938,6uqDbQyCzhzg3CnclZVREn,279529
On The Move,Barthezz,0.623,0.987,-8.523,0.0452,0.0562,0.954,0.293,0.691,142.855,5G976RmOXLKXedSWAe21N6,216427
What Happens When We End,Daniel Kandi,0.417,0.938,-5.762,0.0514,0.0396,0.896,0.365,0.312,136.02,0cicTuDWTEMDhGYvZ3wLYu,261020
Fly With You - Original Mix,Scott Brown,0.429,0.913,-4.078,0.0543,0.00421,0.0268,0.073,0.548,172.826,0ZFyxfO4hNXvaWyH6pzHCb,357820
Ascension - Mssingno Remix,KUČKA,0.572,0.644,-7.989,0.031,0.515,0.00199,0.196,0.375,144.971,4DgPkTTORERKtT1M2syzVm,177806
Wigan Town,MC Finchy,0.814,0.972,-4.331,0.0937,0.115,0.0,0.14,0.844,129.983,3iYhi2dFxyPMRnsLYDiNNd,199385
Impossible Mais Vrai,Ascendant Vierge,0.502,0.621,-9.355,0.0374,0.0193,0.00196,0.269,0.0364,140.0,5CAKn3yXoWu93957Wyy3rB,212967
Breathless,Caroline Polachek,0.627,0.494,-7.741,0.042,0.113,0.0,0.136,0.213,129.914,179YXh5spiRaUDJihittPG,182360
Make U Stay,Sega Bodega,0.702,0.722,-7.971,0.0417,0.0909,0.025,0.134,0.315,145.959,32Q7B7BsaUBb8D2zT2Vngb,200500
My Head & My Heart,Ava Max,0.614,0.934,-3.709,0.07,0.0697,0.0,0.121,0.436,116.001,1KixkQVDUHggZMU9dUobgm,174760
"Perséphone, Pt. 3: Ainsi vers l'ombre souterraine (Live)",Igor Stravinsky,0.221,0.202,-23.024,0.0388,0.991,0.512,0.13,0.0396,77.202,6taAjhyuMuLTZLz3EMR5Sv,124494
Because of You,Future,0.781,0.469,-8.456,0.0549,0.445,0.0,0.0921,0.518,132.989,6vbe3GmRG30x2nraEvHudq,216541
Das Right,Deaton Chris Anthony,0.765,0.661,-9.311,0.0493,0.161,0.853,0.0843,0.774,131.025,6K7LWpPpZwVC62SV3zNFCa,120874
Happiness,Alexis Jordan,0.711,0.748,-7.318,0.131,0.133,0.0,0.461,0.489,127.99,3eZixX4yXHV1jMqZrrqHsF,243667
It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),X-Ecutioners,0.685,0.89,-3.943,0.253,0.00183,0.0107,0.0473,0.878,104.919,7qFEFcjmSAtODGtLYqraCq,248267
Feels Right,Biig Piig,0.811,0.452,-8.676,0.115,0.162,0.00305,0.12,0.556,121.058,0BWBqb5XxraObLopqskk6D,199006
Ultramarine,Kelora,0.511,0.0831,-17.397,0.0363,0.956,0.00483,0.108,0.207,72.02,1oR5rX41tbeJ486G0GgQIv,188100
Silent Witness Theme - Danny L Harle Remix,John Harle,0.556,0.778,-7.89,0.0313,0.00222,0.0996,0.121,0.118,143.949,57enFIqqQ39FLBVp9CuYvq,200000
True Indeed,Busta Rhymes,0.417,0.945,-2.639,0.357,0.000367,0.0,0.249,0.805,177.645,60VgKrIVA9iyq27h7PQw8H,113120
"Études, Book 1: No. 5, Arc-en-ciel",György Ligeti,0.52,0.00951,-31.728,0.0505,0.985,0.393,0.0316,0.0375,135.553,2RWeG6EBC8EMu4XrfcbSjn,231613
Angel Numbers,daine,0.437,0.713,-4.604,0.0291,0.121,0.0,0.21,0.336,76.534,4r6TS1gNXxga38z2Nq5qYn,152250
Cold,Static-X,0.46,0.98,-2.55,0.0446,0.000673,0.00355,0.4,0.72,150.061,7r7NIoBZynrYIKZnIS5Z1Q,218760
"Pudhu Unarve - From ""Silence""",Karthik,0.598,0.675,-10.552,0.073,0.651,0.00364,0.296,0.374,169.895,7ciCHVwjaepfvccqgNwOQd,269653
mosaik (feat. radix),xyce,0.376,0.859,-8.498,0.035,0.0556,0.963,0.131,0.441,187.489,4BzsszMsRMiRm5PBNFt2sH,199680
Surrender - Clubland Mix,Al Storm,0.568,0.973,-2.598,0.207,0.000275,9.59e-06,0.141,0.332,174.011,5EE8rKXj7Oj1br2wZZYhA1,325500
Our Church,Headhunterz,0.477,0.957,-3.468,0.26,0.00877,0.0496,0.304,0.117,150.001,6jzqY97VGs6UqEhAVOuGRz,268800
Tears Ft Stine Grove (Aurosonic Remix),Headstrong,0.724,0.744,-7.512,0.0696,0.0148,0.241,0.696,0.178,127.957,2m4dTvVbpUBwgCb4Cdad09,552000
Kalimba De Luna,Boney M.,0.772,0.689,-13.029,0.0501,0.515,0.0653,0.159,0.805,112.197,7Fg5r0F0xjZ1xjEtvVaB8F,270400
Cartoon Wipe Out,Cartoon King,0.781,0.992,-4.925,0.556,0.258,5.75e-05,0.634,0.0314,31.495,1StLDlLwev9N9xj1FHRYcD,19879
Come Running to Me,Herbie Hancock,0.563,0.355,-14.87,0.033,0.617,0.257,0.12,0.501,122.224,3UvkoYw8FicuTMDPlkv0IB,504000
Sea Mist,"Portland Bill, Dorset, 1957",0.167,0.769,-27.125,0.168,0.633,0.982,0.375,0.0181,131.389,4yXCeZED9HpWWfNfJR3dum,121507
Metaz form8,Autechre,0.135,0.0416,-18.342,0.0432,0.589,0.934,0.118,0.0377,101.459,1rSt9taDVOIRPIOoHONhfM,360457
Parola,Anna Caragnano,0.73,0.261,-18.907,0.118,0.873,0.857,0.0917,0.352,59.997,4GkV1kkCUZwzgWihgnHk5F,211893
Night Scented Stock - 2018 Remaster,Kate Bush,0.3,0.0462,-21.856,0.043,0.935,0.0838,0.19,0.346,83.215,6ZYjCeL9704rdBdDI59gRY,52187
The Gate - Extended Mix,Caroline Polachek,0.121,0.272,-12.023,0.0372,0.951,0.555,0.108,0.105,78.103,3znTSbFie2bjuijsZml7tu,600000
Satanic Cry,Halloween FX Productions,0.0,0.158,-14.703,0.0,0.822,0.999,0.0667,0.0,0.0,61q3j0kPPG96lqEitkCB9l,9424
夜明けのジュリアの谷の噴水,Ichiko Aoba,0.169,0.0708,-25.338,0.051,0.995,0.97,0.328,0.0392,68.098,3Po5opLPWQtcUMYYqFkYj6,65293
Mercurial Nerve,Eartheater,0.27,0.552,-9.477,0.0495,0.811,0.00489,0.299,0.0323,78.505,41yt6ajWM7mSwkx5jYiRZ2,135286
Salt Licorice (with Robyn),Jónsi,0.53,0.819,-5.74,0.111,0.0639,0.00101,0.122,0.273,127.818,5YwlMbMkYLSZ82Y8XOKfDF,227280
Cumulus,Imogen Heap,0.255,0.408,-12.89,0.0376,0.837,0.89,0.08,0.0957,119.992,7kr7LSDcBQE2N6J1d5wPhP,283003
Frozen,Madonna,0.602,0.616,-10.917,0.0353,0.662,0.0153,0.149,0.31,108.017,2II03llydk4YnkBBvoYB3B,367333
Suspiria,Goblin,0.164,0.625,-10.475,0.037,0.0754,0.61,0.313,0.426,178.156,0y1rTPYx9e1fFlP3W9KvpW,362307
Gospel For A New Century,Yves Tumor,0.565,0.726,-6.715,0.0548,0.00181,3.06e-06,0.103,0.715,178.078,46LX0sSwIU4GFLcj23ZfMA,198627
Snakes,Sorry,0.472,0.582,-8.064,0.0302,0.0861,0.48,0.1,0.154,142.101,0WrcCbWwcKK23LXbPI2JMU,221760
Eclipse - 2009 Remaster,Enya,0.17,0.131,-22.676,0.0378,0.95,0.395,0.113,0.0669,114.407,71SJYrLPi4NZWg5v7fBWA1,92933
DROP TEN,COUCOU CHLOE,0.947,0.658,-8.275,0.0877,0.0402,0.15,0.0538,0.362,131.025,2H2Odqp4lAwV9DP0suhxNp,141069
The Host of Seraphim - Remastered,Dead Can Dance,0.0853,0.293,-13.076,0.0415,0.00621,0.863,0.108,0.0309,168.753,3vdiWuVRCKbEBNmuaLPMxv,378173
Haven't Gone Outside Today,Ava*,0.289,0.621,-10.99,0.0469,0.529,0.833,0.138,0.116,130.031,7C4LeKo5u41vNiqqwNmLB1,137407
Punch and Judy: Resolve I,Harrison Birtwistle,0.742,0.055,-29.902,0.104,0.582,0.0,0.0409,0.267,107.501,0hthd2F1HnJFpGjwlDHmKs,69133
Hunting the Wren,Lankum,0.325,0.238,-10.566,0.0307,0.541,0.0186,0.0952,0.105,76.129,7GoBoiHP4wfyVnlDrl66x2,431424
Djvarsa Shensa,The Rustavi Choir,0.227,0.0253,-34.062,0.0394,0.973,0.921,0.0867,0.123,81.421,7b1QlMB7GBtQPSTQSx3XSr,115905
Take me away,Emily Montes,0.657,0.426,-6.16,0.292,0.12,0.0,0.404,0.26,117.201,59BhbPqg3KmLCECS84rZtF,59002
Buffy The Vampire Slayer - The Theme Music,TV Themes,0.44,0.928,-9.112,0.0378,0.000132,0.656,0.138,0.332,96.389,3TZ3NVQtkj4nFPANN946Ct,84500
God Is Alive Magic Is Afoot,Buffy Sainte-Marie,0.35,0.247,-17.036,0.206,0.851,0.0,0.0992,0.373,76.806,4K3glAui6GSMQfYWxC0qy9,291533
The Steady Heart,Kaitlyn Aurelia Smith,0.214,0.42,-14.089,0.0415,0.804,0.822,0.147,0.214,119.921,0ZRoGWrVDfK5J6nbZTywr2,339493
Shenma survilma damlia,Lela Tataraidze,0.449,0.114,-22.012,0.0406,0.974,0.000393,0.113,0.255,86.293,45ZLWvX0yVxMPtUrgnuiNy,143667
Chakrulo (Table Song),The Rustavi Choir,0.147,0.3,-12.326,0.0332,0.994,3.06e-06,0.0969,0.0481,172.592,61u7hd4GQXU9acxtbWdCEY,304840
i don't wanna die...,Kim Petras,0.782,0.595,-7.699,0.0524,0.0561,0.786,0.107,0.177,109.979,4xTqxX7Tcqwz8z8oDfNwd4,126509
Jealous,Swan Meat,0.488,0.994,-3.525,0.128,0.0126,0.819,0.169,0.398,175.042,4FF2g2K74MhfLFhdl1Vl3G,198000
Playing With Lightning,Various Artists,0.625,0.884,-9.384,0.0506,0.0186,0.783,0.434,0.573,128.012,6VE5JP0uLxoW5gx308sihy,271491
Supa-Dupa-Fly - Radio Version,666,0.741,0.973,-6.716,0.0475,0.133,0.435,0.355,0.96,137.866,3BdrZYyNJvBqcCHPfzYuia,234200
Dracul,Infected Mushroom,0.683,0.873,-11.254,0.0362,0.000281,0.899,0.217,0.489,144.977,0Yg6AsL6uzrEiGuO7HSB7u,480320
Time To Burn,Storm,0.757,0.84,-6.377,0.0735,5.75e-05,0.778,0.0551,0.712,142.005,7m3voFyQJ9lhOTAB5JIBAW,400693
Drop Dead,Astrid Gnosis,0.595,0.836,-6.386,0.508,0.173,0.0732,0.105,0.255,170.048,2PIH8bp41FOQrg822jvnck,176471
The 6th Gate (Dance With the Devil) - Radio Edit,D-Devils,0.772,0.812,-8.131,0.144,0.00192,0.261,0.149,0.148,138.826,59AUHYXj5iKhJGwDsbU1CZ,196813
D.A.M.N.,Andy the Core,0.763,0.955,0.482,0.0965,0.0285,0.000148,0.349,0.154,104.978,5ZnTIa9CN9uEgKjIEkpFA6,182962
The Visitor,Mad Zach,0.501,0.949,-11.106,0.0864,0.0822,0.935,0.129,0.106,110.155,5RnePZ7MW2LHyJLB7H9GpT,321882
Times New Roman - Mechatok Remix,Scintii,0.727,0.537,-9.591,0.0721,0.00513,0.0147,0.105,0.375,151.19,75eutUYhj8uZYM3FnxULsS,143044
Corra Linn,Lanark Artefax,0.366,0.91,-5.828,0.119,0.128,0.841,0.343,0.44,92.522,73Bvoa5ldf6OKWZS30gjGd,308790
Made of Fire,The Satan,0.606,0.998,1.167,0.468,0.133,0.00118,0.0577,0.0686,179.962,1ZlU5QTAgQWfPt2vXUqO0g,260000
Borg Pillow,CEP,0.384,2e-05,-45.272,0.506,0.969,0.939,0.125,0.0,129.754,1JppKb6Em7CgtEBcjx0xt4,336246
Long Life,Phurpa,0.145,0.256,-22.702,0.0392,0.952,0.959,0.0955,0.0543,138.581,0hX5RmR6yAjuHHC414n28y,865155
Times New Roman,Scintii,0.603,0.496,-8.555,0.0271,0.293,0.000921,0.0705,0.0564,126.985,0tlnLS1RyUOXKCtFI0yF5n,248882
Ultra,Evian Christ,0.31,0.509,-10.122,0.0331,0.00137,0.955,0.0981,0.223,99.267,1cdb4cAbn3JwK6eRexqSQp,224652
Guinea Pig Sounds,Relaxator,0.769,0.104,-36.34,0.931,0.97,0.025,0.523,0.786,112.376,3OifJkxye3rP9DFaHbmKFK,540000
Time,Arca,0.548,0.322,-13.198,0.0266,0.8,0.301,0.0867,0.374,105.947,3XdXixlx3MoVzfL7pu9hx6,165789
6 Underground,Sneaker Pimps,0.587,0.678,-8.651,0.0524,0.0319,0.16,0.116,0.429,169.947,3UtGz5qWgIv4jJNYGvAvdB,228840
Sister's Blade,Zora Jones,0.525,0.788,-6.52,0.056,0.134,0.615,0.107,0.122,159.965,1WwTZ8SlKrOHxmvjduR4Hn,196621
"Dire Dire Docks (From ""Super Mario 64 GMB Cinematic Soundtrack"")",Super Mario 64,0.467,0.401,-9.167,0.0274,0.852,0.886,0.129,0.366,138.05,6xGgtxLqEZRDYU6DhJ5x0Y,186196
Stone Men,Oliver Leith,0.462,0.0905,-17.383,0.0765,0.887,0.00919,0.242,0.0365,134.973,5YxjHev3EZ8zdchoyIq5Cu,216600
EURO PLUG,Tony Velour,0.644,0.78,-5.372,0.126,0.0642,1.8e-06,0.451,0.825,83.94,2ufW8qoeh5qFqjqbJHlpin,175000
Believe - Radio Version,Antiloop,0.564,0.994,-5.734,0.0439,0.00974,0.927,0.0961,0.313,135.989,5TVxBg155MmcoImdMHXZzC,207867
Hymn of the Cherubim (Excerpt),USSR Ministry of Culture Chamber Choir,0.134,0.107,-22.308,0.0374,0.991,0.967,0.123,0.0324,143.842,6cikNK29TJAKKZP8yf7ekP,461093
Behind the Wall,Tracy Chapman,0.668,0.0505,-18.843,0.358,0.807,0.0,0.107,0.598,148.649,00OMaIm4VEsUcXad5Pf1Qe,109507
"French Suite No. 3 in B Minor, BWV 814: 3. Sarabande",Johann Sebastian Bach,0.356,0.167,-20.372,0.0398,0.891,0.0159,0.0755,0.504,96.105,0aHHuBMPmAw9G9D33px8q9,103055
Woodrow,1010 Benja SL,0.627,0.32,-9.414,0.0473,0.77,0.0,0.0793,0.489,96.934,6MCXmaW45dh06SOQqhTKU1,219363
Tsintskaro,Hamlet Gonashvili,0.145,0.0149,-31.216,0.0435,0.99,0.936,0.103,0.0378,139.829,1B2wWhKhxEplDFhlmYXpPI,231973
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,0.747,0.641,-4.502,0.0925,0.25,0.00107,0.106,0.453,100.028,7HdZY9UJTylIiNcSDFyUDc,186231
fall - A COLORS SHOW,Oklou,0.355,0.126,-20.291,0.068,0.965,0.3,0.102,0.366,174.756,14vfQoGMTYGsFIrH3S3mhy,142309
Frutta E Verdura,Whitearmor,0.421,0.442,-13.808,0.0366,0.919,0.947,0.0853,0.229,149.985,1HMAAlWgqPgErZwYForRdp,184375
Legacy Pet,Clark,0.624,0.993,-5.523,0.0588,0.00448,0.768,0.181,0.134,121.934,5L4xR6U0VSgKexEj3S0kB7,379013
I Can't Take It No More,Cartoon King,0.702,0.727,-5.242,0.0956,0.0198,0.0,0.144,0.962,99.133,4ZNToayOz5Fzuw1Snh8scl,21368
"Concerto for violin, cello and piano in C major op. 56 “Triple Concerto” : Largo (attacca)",Ludwig van Beethoven,0.0787,0.0282,-29.025,0.0473,0.899,0.75,0.114,0.0381,69.889,72Qj5tYqqYCT303FQebTSl,288640
Sharkbait,Teddy Geiger,0.676,0.833,-5.093,0.0345,0.0589,0.553,0.0693,0.809,140.02,63UiYJT1XcsU3mIY5DMVTa,218827
STARSHINE (GOODNIGHT),six impala,0.452,0.592,-7.292,0.149,0.00214,0.0584,0.128,0.225,150.034,2wphMPsqLZDRgfiL9wyyBG,270400
Running Away (feat. Devault & Seb Torgus),GASHI,0.525,0.805,-4.625,0.137,0.014,1.3e-06,0.236,0.384,119.785,2t5z06k2w9ghTfk1Z3qw4o,196371
Pansy,Crim3s,0.437,0.682,1.43,0.0502,0.0236,1.19e-05,0.0839,0.215,80.994,6KOetnmUkJmqyXkw6jXXTM,150361
YUUUU,Busta Rhymes,0.698,0.755,-5.312,0.404,0.0162,0.0,0.33,0.759,146.959,18Ks9kGu8LrcVoZP6M3CNK,213473
"Lied: No. 12, Der eigenen Kraft mißtrauend, hab den Herren ich die Hand gegeben",Erhard Grosskopf,0.0826,0.0402,-18.211,0.0441,0.982,0.967,0.122,0.0375,168.919,2EDUeaWnptDpbyPL2Kpddx,63920
The One,FLETCHER,0.759,0.626,-6.289,0.217,0.212,1.13e-05,0.0922,0.651,115.007,2MaWDFu5l9SKXNDd6qCIx6,181773
Nont For Sale,Sudan Archives,0.761,0.502,-7.522,0.0962,0.0899,4.27e-06,0.126,0.396,140.036,1dSUiYNjblQ2Vd142K8kjn,219690
VESQUI,EXOSLAYER,0.734,0.665,-8.886,0.18,0.0798,0.00119,0.315,0.405,141.316,10F08n7jX6N3ydww3qGkIn,122553
SPELL 주문,Yaeji,0.818,0.397,-11.928,0.257,0.0667,4.7e-05,0.0923,0.527,129.954,2a03sGTTkUFXpNKwDpdB3B,186874
Princess Pouty,Ian Isiah,0.867,0.606,-5.124,0.0543,0.0784,0.0,0.567,0.901,121.031,6lwFOodKFZd0ro8bcIxlWg,222640
Can I See You,Woo & the Clouds,0.472,0.437,-8.517,0.0282,0.589,0.00165,0.147,0.301,118.719,5wFI9zj8zb9IEJTpit8yh2,305904
Let It Lift You,Billy Daniel Bunter,0.526,0.965,-4.807,0.0584,0.000109,0.783,0.0902,0.895,159.929,2K0jjDBeV0rq2mvRLAfnKM,324637
Here's Johnny!,Hocus Pocus,0.791,0.961,-3.973,0.254,0.0357,0.246,0.35,0.323,165.363,2sJ5iKbB6Jt4ya9bxqxMeY,270880
Dreaming,Danny L Harle,0.513,0.953,-0.889,0.0791,0.00346,0.0175,0.104,0.0375,194.869,17R2vAjUTBI8PSbkxI8mrq,216615
Living In A Dreem,Banshee,0.608,0.695,-7.828,0.0422,0.553,0.804,0.111,0.149,104.979,1HKTiYQh5eyBjPkoUB99SF,274286
