song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
Who You Say I Am,Hillsong Worship,0.793,0.596,-8.046,0.233,0.318,4.12e-06,0.627,0.667,140.056,0aimWMGWkJtuVeforsPasy,219679.0,8
Hallelujah For The Cross - Live,Chris McClarney,0.696,0.675,-6.769,0.0725,0.631,6.23e-06,0.114,0.254,126.901,6wkVmLTBedKaAoeSj4xP6J,238067.0,6
It Is Well - Live,Bethel Music,0.72,0.737,-4.119,0.12,0.352,0.0,0.17,0.623,75.018,0iHqaHGCRwxtaJTOOPjSHy,157213.0,16
You Say,Lauren Daigle,0.824,0.461,-10.983,0.162,0.387,0.000434,0.107,0.561,106.967,4u1uoGRnt2bAvan9JYLvjN,163267.0,10
My Lighthouse,Rend Collective,0.684,0.675,-8.123,0.0257,0.163,0.0,0.242,0.924,107.064,5BckPAYcKEJuYs1eV1BHHe,243933.0,0
Fireflies,Owl City,0.677,0.703,-9.344,0.0344,0.143,6.96e-05,0.514,0.962,99.419,5jWI1xNxABzDRFTnD2yp8L,183693.0,0
Good Morning,Mandisa,0.0705,0.235,-13.92,0.0363,0.848,0.755,0.0934,0.075,76.748,6ptRBpwCgFApJ4wUl7FJm3,215684.0,2
Overcomer,Mandisa,0.475,0.835,-5.879,0.0624,0.0139,0.451,0.0741,0.0389,171.951,29nR1InngtsVT71ggR6Lzr,294654.0,17
Invisible,Plumb,0.573,0.475,-9.235,0.0294,0.411,1.58e-05,0.0989,0.431,73.907,2UKsPrqGAbsVO5ei8Y1JOs,196640.0,11
Jesus In Disguise,Brandon Heath,0.751,0.79,-5.075,0.0647,0.0184,0.0,0.573,0.452,135.966,0q1EpUuRXhpbhZi4jGWwuS,269554.0,8
Gold,Britt Nicole,0.495,0.781,-8.109,0.0413,0.254,0.0,0.395,0.473,119.206,3HRQtRUYnnuZY7fE900XtJ,248200.0,12
God I Need You Now (Live),Priscila Torres,0.551,0.913,-4.063,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,0v1XpBHnsbkCn7iJ9Ucr1l,224493.0,0
Build Your Kingdom Here,Rend Collective,0.9,0.4,-8.443,0.124,0.0501,0.0,0.0876,0.338,136.001,0rTV5WefWd1J3OwIheTzxM,197487.0,6
"Hello, My Name Is",Matthew West,0.858,0.435,-11.286,0.0661,0.189,0.0,0.0925,0.704,141.993,2hJWZvTw4QVBwC14ZNs1Ib,108213.0,10
Trust in You,Lauren Daigle,0.867,0.517,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148,1B75hgRqe7A4fwee3g3Wmu,257360.0,10
Good Good Father,Chris Tomlin,0.619,0.579,-9.307,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,4alHo6RGd0D3OUbTPExTHN,225627.0,10
God's Not Dead (Like A Lion),Newsboys,0.622,0.467,-9.889,0.568,0.872,2.15e-06,0.0931,0.716,87.967,33LizV83s7z1gwtmLiKlmv,89625.0,11
Give Me Your Eyes,Brandon Heath,0.728,0.767,-3.806,0.0871,0.0253,0.0,0.171,0.565,176.148,7ylkmI5exdKG5Myo7DuH2p,174545.0,3
Where You Go I Go,Bethel Music,0.593,0.264,-14.306,0.0395,0.796,8.99e-06,0.0803,0.678,89.67,2A8ioGKOre4ffK2iEbddox,224293.0,10
Glorious Day - Radio Version,Passion,0.667,0.636,-8.421,0.0428,0.0911,0.892,0.15,0.532,121.011,3mwjb8Ft1DJMOhqfW75Wac,385031.0,9
Praise You In This Storm,Casting Crowns,0.665,0.767,-7.205,0.0503,0.005,1.14e-05,0.392,0.474,121.04,0KAITbFoKyV6JkvgxpWz56,196973.0,0
Worn,Tenth Avenue North,0.812,0.569,-8.228,0.111,0.229,0.0,0.0823,0.336,110.146,2cm7ApASoZdkhnJxvkMqfy,165818.0,6
I Will Follow,Chris Tomlin,0.546,0.519,-9.072,0.0291,0.36,0.00046,0.24,0.247,140.054,5kK1Iru9ogP3Iy1zsANU1n,342400.0,1
Rescue,Lauren Daigle,0.501,0.219,-8.226,0.0357,0.812,0.0,0.125,0.264,120.931,3Lp3nA3GZ9kgLg3yoqJ4NX,210008.0,1
King Of The World,Natalie Grant,0.732,0.364,-11.309,0.0349,0.0754,0.141,0.328,0.681,84.966,4D1YIps0u5W0M89JAoVv9o,102706.0,12
How Deep The Father's Love For Us,Selah,0.512,0.255,-15.867,0.0291,0.88,0.532,0.146,0.215,115.144,7LZgdL0MxiElfaKZbuuE4l,253560.0,14
I Can Only Imagine,MercyMe,0.748,0.617,-10.125,0.0374,0.12,0.8,0.0898,0.11,127.01,5NfgFRdfNQ4HFVPGRoVMU6,260787.0,7
First,Lauren Daigle,0.446,0.977,-5.036,0.0781,0.000535,0.472,0.105,0.339,172.059,6V3SNkvi4BnfmZU0j7s9TQ,284400.0,17
Fix My Eyes,for KING & COUNTRY,0.598,0.792,-4.043,0.0478,0.121,0.0,0.158,0.732,97.479,2I84berXa3zYZiWx9gFCJX,206327.0,16
There Is Power,Lincoln Brewster,0.479,0.318,-13.836,0.0395,0.278,0.0959,0.107,0.575,94.036,6KBsivP3Of4z2x6uNMAyE3,331800.0,13
Same Power,Jeremy Camp,0.685,0.515,-5.662,0.241,0.62,6.44e-05,0.107,0.664,86.492,7IpRYJ71dk98P0SmgnNLYh,201813.0,11
Born Again,Austin French,0.66,0.442,-8.435,0.0257,0.692,0.0311,0.113,0.445,160.022,7DXKPPH0s02GG3G38Xo01p,277947.0,1
Back To The Garden,Crowder,0.482,0.529,-10.426,0.0271,0.000107,0.546,0.0839,0.0879,145.969,0AJTKW9fVFo3rIXbtTVE3T,348773.0,7
"Lord, I Lift Your Name On High",Maranatha! Praise Band,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,086myS9r57YsLbJpU0TgK9,161124.0,16
Whom Shall I Fear (God Of Angel Armies),Chris Tomlin,0.442,0.53,-5.837,0.0338,0.294,0.0,0.0915,0.361,133.278,0xrf1ufmcXa1Ybmo3iyBjo,175333.0,1
Living Hope,Phil Wickham,0.534,0.821,-5.009,0.0385,0.0116,0.0116,0.206,0.296,173.995,6bsmYFwAy2Y8e5fkzOLPLR,227587.0,17
Need You Now (How Many Times),Plumb,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152,6GG73Jik4jUlQCkKg9JuGO,165853.0,3
Beautiful One,By The Tree,0.589,0.89,-4.328,0.0644,0.0946,7.56e-05,0.199,0.488,105.066,6BV77pE4JyUQUtaqnXeKa5,245904.0,15
Raise a Hallelujah - Live,Bethel Music,0.725,0.906,-7.781,0.042,0.00178,0.812,0.477,0.395,148.708,3h2vZJrJHGc7weXLdnddtS,201134.0,7
Jesus Christ My Living Hope,Eva Real,0.427,0.145,-12.685,0.0327,0.848,0.0,0.0905,0.0611,139.417,7pOcnni0UFajywUyhQhFHC,276400.0,18
Our God Is an Awesome God,Grace Stein,0.692,0.739,-10.394,0.0617,0.43,0.821,0.154,0.937,165.121,1QGhOLLtC6tomE1ZdtKVHA,88727.0,9
God Only Knows,for KING & COUNTRY,0.541,0.518,-4.12,0.0451,0.272,0.0,0.0835,0.305,75.134,3nivloq0Lqd2CYWHTgAlwU,187640.0,11
A Little More Jesus,Chris August,0.457,0.407,-11.475,0.0308,0.805,0.884,0.126,0.126,117.053,7qH9Z4dJEN0l9bidizW7fq,257533.0,14
Good Grace - Live,Hillsong UNITED,0.878,0.746,-4.281,0.0451,0.0476,0.0,0.154,0.792,111.996,6pTg4H8juKV9iSzrcVUbM3,204093.0,16
We Won't Be Shaken,Building 429,0.764,0.658,-6.607,0.0602,0.0233,0.04,0.09,0.155,125.77,3l8qXGFNqzz0yKM9UMeML3,155899.0,6
Revelation Song,Newsboys,0.616,0.868,-3.606,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,3Te8uLyit6X3ncNW8Fp3K2,189387.0,8
Nobody (feat. Matthew West),Casting Crowns,0.399,0.265,-14.491,0.0559,0.666,0.0,0.209,0.515,80.987,38Ez9UqMvJu2IZSaomfDDF,232000.0,13
Empty Me,Jeremy Camp,0.662,0.741,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0,3xrn9i8zhNZsTtcoWgQEAd,188960.0,6
Fear Is a Liar,Zach Williams,0.413,0.91,-5.033,0.166,0.00301,3.74e-06,0.254,0.542,181.876,6BOJEbhzVdhvAHbYnpLwRp,261440.0,4
Because He Lives (Amen),Matt Maher,0.676,0.534,-6.901,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,1q9bLSeIlGf2xBvbOkp2Wr,338413.0,1
Come As You Are,Crowder,0.788,0.896,-7.873,0.0578,0.0721,0.896,0.0254,0.275,104.982,3HnJq0iCE0bVO1yYFxNX1C,534857.0,7
Old Church Choir,Zach Williams,0.599,0.79,-3.58,0.043,0.00257,0.00181,0.312,0.961,103.783,05NYcsjJwOYq4jIiKPVj9p,188067.0,0
"10,000 Reasons (Bless The Lord) - Live",Matt Redman,0.732,0.899,-4.237,0.143,0.00496,4.64e-05,0.372,0.759,127.091,1uXbwHHfgsXcUKfSZw5ZJ0,236093.0,0
Unstoppable God,Elevation Worship,0.844,0.754,-5.46,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,4ZOyH6KjomjlqCz3oFqglr,187840.0,16
Prince Of Peace,Hillsong UNITED,0.575,0.443,-11.626,0.28,0.756,0.0,0.109,0.658,113.862,423NhOTzoqgeaIJbrUzSoo,222600.0,10
Upper Room - Studio,Hillsong Worship,0.579,0.223,-16.828,0.0339,0.611,0.0,0.0918,0.556,77.498,5MhqCzQuPwHEVGS2i5zHOz,279267.0,13
Defender,Francesca Battistelli,0.439,0.082,-17.066,0.0407,0.972,0.893,0.0913,0.492,124.69,08rTZ8jNknn8VBS3v2o8pT,195160.0,14
Say Hello,Rhett Walker,0.711,0.714,-9.179,0.0886,0.318,0.92,0.0909,0.259,134.345,6mpx7IlFS0TZdCXEPf6JC7,148632.0,7
You Are Holy (Prince Of Peace),Michael W. Smith,0.391,0.949,-2.581,0.0669,0.00144,0.00161,0.301,0.315,155.025,24ebGEj6Xg1j4Hl740JjEK,249685.0,4
Burn The Ships,for KING & COUNTRY,0.544,0.651,-13.485,0.058,0.0123,0.0384,0.108,0.599,139.982,7Jh4PNHI52YVoUtft9p6CI,92659.0,10
Another In The Fire - Live,Hillsong UNITED,0.292,0.246,-14.96,0.0385,0.922,0.525,0.107,0.0859,109.766,4Dcm4KMuDz0l01weeSpD4J,642573.0,14
Way Maker - Live,Leeland,0.707,0.923,-3.957,0.0521,0.128,0.000437,0.273,0.842,108.049,5QhBKPqsnX1uY9fZNaAtZg,203000.0,0
joy.,for KING & COUNTRY,0.67,0.874,-5.221,0.0305,0.00231,1.72e-05,0.3,0.789,130.041,3dPtXHP0oXQ4HCWHsOA9js,261013.0,0
How He Loves,David Crowder Band,0.594,0.789,-7.678,0.504,0.0742,0.00136,0.172,0.443,75.252,5Y6c7TRTceWR7HPYtXYC6Z,186629.0,15
"Lord, I Need You",Matt Maher,0.622,0.54,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,19Ym5Sg0YyOCa6ao21bdoG,264907.0,10
Forever - Live,Kari Jobe,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,3B54sVLJ402zGa6Xm4YGNe,233902.0,16
We Believe,Newsboys,0.238,0.967,-2.602,0.136,0.000213,1.18e-06,0.26,0.58,170.128,3jjU4Pky1ja5J1onU6ei4T,252003.0,4
Flawless,MercyMe,0.733,0.592,-7.71,0.0556,0.0216,0.000264,0.115,0.469,159.979,7iYUg5QiKyDb9sSsruktOc,144431.0,6
God Is on the Move,7eventh Time Down,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,6IwKcFdiRQZOWeYNhUiWIv,253813.0,11
Eye of the Storm (feat. Gabe Real),Ryan Stevenson,0.84,0.537,-8.206,0.255,0.0316,0.0,0.118,0.78,154.19,3imlMxripY0YENFE2vPnMI,203634.0,10
Tell Your Heart To Beat Again,Danny Gokey,0.661,0.836,-3.164,0.059,0.00268,0.0,0.497,0.396,124.952,13MF2TYuyfITClL1R2ei6e,240793.0,0
Christ In Me,Jeremy Camp,0.732,0.643,-8.318,0.474,0.378,0.0,0.363,0.644,88.543,6p7jXaTJdpzGWnOJoK2jYr,83632.0,0
Start a Fire,Unspoken,0.484,0.293,-16.544,0.0311,0.337,0.00627,0.146,0.562,165.008,3uliGwmB52ZA7brgpZMzyH,155413.0,18
Brother (feat. Gavin DeGraw),NEEDTOBREATHE,0.501,0.945,-4.055,0.0655,4.21e-05,0.0,0.341,0.189,104.53,4rjWt0tz3MU3DZj4yztdPV,283090.0,15
The River,Jordan Feliz,0.901,0.697,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,7KwZNVEaqikRSBSpyhXK2j,229827.0,0
Chain Breaker,Zach Williams,0.65,0.156,-10.686,0.0338,0.742,0.0,0.126,0.243,133.919,5FwlCxV2Q4xjTywLsD3Kxe,312146.0,1
Never Been a Moment,Micah Tyler,0.491,0.588,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,0Qh38w01QRXK6KHIv0e3hb,269600.0,1
Ever Be,Aaron Shust,0.477,0.229,-14.402,0.0555,0.845,0.000446,0.196,0.0819,131.28,3sZfQB5uYTJmA4QnB8dv7P,257427.0,13
Your Love Defends Me,Matt Maher,0.556,0.71,-6.053,0.0493,0.466,0.0,0.112,0.901,193.763,0JaEoavAfhuJ3oLlnyUwOm,212293.0,3
The Lion and the Lamb,Big Daddy Weave,0.674,0.537,-10.971,0.0363,0.566,0.0,0.131,0.809,110.578,5fdhThPDe6jQQDqCyWrdAn,161533.0,10
Days of Elijah,Robin Mark,0.764,0.718,-5.18,0.0703,0.00261,1.11e-05,0.113,0.596,116.01,3QftqIoFrzYaEOGrQdjWe7,212000.0,16
Heart Abandoned - Live,Passion,0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,5ZBeML7Lf3FMEVviTyvi8l,155227.0,3
What Love Really Means,JJ Heller,0.309,0.93,-6.399,0.125,0.0192,0.0022,0.106,0.376,195.815,0QeI79sp1vS8L3JgpEO7mD,280000.0,17
Even So Come - Radio Version/Live,Passion,0.584,0.911,-3.515,0.09,0.0119,0.0,0.119,0.606,92.502,6y4GYuZszeXNOXuBFsJlos,221426.0,15
Glow in the Dark,Jason Gray,0.5,0.47,-9.995,0.0395,0.798,0.88,0.0899,0.0766,141.454,6lvJDlBrtabJWiBlMTGxKs,157000.0,7
Great I Am,"Phillips, Craig & Dean",0.539,0.806,-6.218,0.0642,0.592,0.0,0.189,0.529,83.466,557cxXIeiwh03kI2F2jKdh,210973.0,15
I Need A Miracle,Third Day,0.527,0.891,-5.209,0.0759,0.0068,0.723,0.0618,0.458,108.57,20US4JIykUvnFpxMXp0lWv,171667.0,7
More Than You Think I Am,Danny Gokey,0.612,0.601,-7.089,0.164,0.168,0.0,0.117,0.525,147.018,1KVczjazCcCCgM3gXXUl47,223543.0,3
You Make Me Brave - Studio Version,Bethel Music,0.626,0.488,-7.805,0.0253,0.0102,0.000188,0.141,0.404,104.13,6LUGvXEAK8WxIBYK43uoTb,186627.0,11
My Savior My God,Aaron Shust,0.808,0.69,-4.151,0.148,0.0583,0.0,0.103,0.64,125.086,1LszjjoVwDDZcWUQbzeDLG,223147.0,16
It's Not Over Yet,for KING & COUNTRY,0.858,0.596,-6.942,0.408,0.165,0.0,0.0677,0.503,76.492,7hZ1O1ZX279KsFUrZSgYOO,103602.0,11
You Love Me Anyway,Sidewalk Prophets,0.444,0.778,-3.037,0.0324,0.051,0.0,0.269,0.42,148.044,2VuwpxQR7rTPWkoLkpANdz,267906.0,4
Hold Us Together (Originally Performed by Matt Maher) [Instrumental Version],His Nation,0.47,0.505,-11.966,0.171,0.0194,0.00104,0.206,0.767,124.065,7Gx2q0ueNwvDp2BOZYGCMO,380080.0,10
Higher,Unspoken,0.464,0.655,-9.058,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,3dmqIB2Qxe2XZobw9gXxJ6,273600.0,4
Better,Pat Barrett,0.695,0.784,-6.564,0.0402,0.0889,0.0,0.0843,0.52,128.031,4I5bvu2KDsrCg0EWHIcvul,188581.0,6
Greater Than All My Regrets,Tenth Avenue North,0.772,0.626,-5.107,0.124,0.132,0.0,0.0862,0.895,169.934,1ScD7XQYCKmJ3fdNh71lUE,206295.0,3
Live Like You're Loved,Hawk Nelson,0.705,0.909,-2.77,0.0348,0.0147,0.839,0.155,0.21,99.98,5fTaC6VSUxQz0sCbbHwJkY,199275.0,7
Call It Grace,Unspoken,0.682,0.443,-10.787,0.0554,0.596,0.00539,0.266,0.582,99.891,3PEwQ1uaMwg0ehoTeVm7Yq,195573.0,12
Lead Me,Sanctus Real,0.716,0.58,-12.747,0.239,0.0694,6.71e-06,0.906,0.707,99.077,1VzhfMEGIIkn5hFITMJzW1,279640.0,8
At The Cross (Love Ran Red),Chris Tomlin,0.66,0.775,-4.926,0.172,0.0553,0.0,0.129,0.635,157.036,4HbiCvH1R7mVOJ7KY7JQBD,157643.0,3
Your Love Never Fails - Live,Jesus Culture,0.189,0.771,-11.358,0.0684,4.23e-05,0.865,0.439,0.0375,192.057,4Tg2dTMqEmVc5HAbQBuPbd,283173.0,7
Set a Fire,Will Reagan,0.637,0.632,-6.1,0.131,0.00251,0.0,0.252,0.0993,75.002,3LWRAN3ypYNmWLYayyxKuv,194654.0,15
Build My Life,Housefires,0.553,0.343,-9.466,0.0407,0.68,3.5e-06,0.122,0.216,66.543,5Km6e8PWkwEPVKlifElIDB,217974.0,5
Death Was Arrested (feat. Seth Condrey),North Point Worship,0.663,0.871,-5.287,0.03,0.00299,1.8e-06,0.337,0.826,130.025,6MCjmGYlw6mQVWRFVgBRvB,258840.0,0
Blessed Be Your Name,Matt Redman,0.923,0.479,-8.215,0.338,0.161,0.0,0.268,0.539,140.0,4jg8gVcD6zmY6itS098qa2,109714.0,6
Open The Eyes Of My Heart - Live,Michael W. Smith,0.846,0.23,-13.262,0.153,0.743,0.85,0.12,0.638,82.983,7vhXQtcsA4enprGM6QvJqc,121468.0,14
Grace Like Rain,Todd Agnew,0.443,0.177,-17.215,0.0361,0.842,0.762,0.0998,0.367,74.39,2842sfEeH0y3YinrowwkX0,381452.0,14
Do It Again,Elevation Worship,0.844,0.48,-6.026,0.0487,0.639,0.0,0.194,0.591,90.026,2OC1K39ClcMkxPdonEf2u6,183333.0,11
Set Me Free,Casting Crowns,0.691,0.507,-10.23,0.0343,0.627,0.0,0.457,0.885,128.518,2g2GkH3vZHk4lWzBjgQ6nY,125440.0,0
Dead Man Walking,Jeremy Camp,0.664,0.455,-6.3,0.139,0.14,0.857,0.165,0.396,179.904,13J5D44z698hGNHFatUZvB,71082.0,7
Fighting For Me,Riley Clemmons,0.562,0.46,-4.173,0.259,0.476,0.0,0.107,0.623,176.055,2bjUEg4jBtKBlPdNrTAppI,158099.0,3
Haven't Seen It Yet,Danny Gokey,0.562,0.934,-3.022,0.0478,0.122,0.00131,0.384,0.0734,140.026,6qxOL5Opjw8rVp3xMsR9os,226286.0,4
Death Was Arrested (feat. Seth Condrey),North Point Worship,0.79,0.518,-6.571,0.212,0.0936,0.0,0.357,0.487,97.986,18pwD0HrweX8oCgIkayRb4,151837.0,12
King Of Kings - Studio,Hillsong Worship,0.886,0.435,-8.82,0.321,0.0644,8.28e-05,0.0999,0.271,74.994,2rQBnp9hfQMloPSbkQcKQJ,118400.0,11
"Lord, I Need You",Matt Maher,0.638,0.428,-12.156,0.0687,0.252,0.0,0.132,0.901,139.434,6RJK553YhstRzyKA4mug09,112800.0,10
So Will I (100 Billion X),Hillsong UNITED,0.361,0.357,-8.423,0.0312,0.704,0.0,0.219,0.153,122.962,0QjQC8sGqxUkaJFBsJjtGm,235653.0,5
Clean - Live,Hillsong UNITED,0.428,0.914,-3.017,0.0762,0.00594,0.0,0.309,0.494,74.989,5MuWGLrqeqYEcpqWMq5M1w,229600.0,15
Broken Vessels (Amazing Grace),Hillsong Worship,0.965,0.783,-6.898,0.098,0.141,0.000231,0.109,0.863,119.94,5wA5mA9v9lPxAaSg1FagG6,201640.0,16
Worthy of It All (Live),Onething,0.798,0.568,-9.072,0.135,0.0213,0.0,0.0586,0.45,148.88,6JjEVlMkfHWMeYavkEYzNO,193911.0,6
The Stand,Hillsong UNITED,0.843,0.256,-13.565,0.0752,0.538,0.114,0.133,0.655,68.997,7JgZbix8xDasAhbn3N7eIF,142183.0,10
I Surrender All,Israel Houghton,0.502,0.924,-6.299,0.0503,0.0127,0.0,0.162,0.922,149.186,1hlveB9M6ijHZRbzZ2teyh,219667.0,3
Run To The Father,Cody Carnes,0.63,0.711,-9.34,0.0472,0.299,0.0,0.0813,0.659,96.912,1OppEieGNdItZbE14gLBEv,167933.0,11
The Blessing (Live),Elevation Worship,0.545,0.64,-9.937,0.224,0.00249,0.0304,0.196,0.606,80.544,70YvYr2hGlS01bKRIho1HM,230480.0,11
Still Rolling Stones,Lauren Daigle,0.605,0.704,-6.564,0.0476,0.241,0.0,0.137,0.4,80.925,6xM8oBy40nK1rOd8WmoOPx,220413.0,11
Good to Be Alive,Jason Gray,0.714,0.421,-11.089,0.0401,0.785,0.0,0.113,0.16,130.072,6s1G5aCggGsDuQLK9jE6Wa,143941.0,1
Come Alive (Dry Bones),Lauren Daigle,0.657,0.721,-5.733,0.0537,0.0793,0.0,0.0653,0.67,87.977,1yu95VQKflUudUsJRojnrm,178240.0,16
Magnify,We Are Messengers,0.623,0.944,-5.656,0.172,0.0615,0.00337,0.409,0.197,104.978,03zoQ3NpjWmaWIQP2ImuQb,212571.0,15
The Proof of Your Love,for KING & COUNTRY,0.776,0.867,-3.704,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,1OOtq8tRnDM8kG2gqUPjAj,258040.0,16
Even If,MercyMe,0.676,0.691,-7.343,0.0386,0.00529,0.00624,0.238,0.738,139.99,2eewWflXbzyR2HvKdVSqUe,185143.0,3
Through All Of It,Colton Dixon,0.674,0.74,-9.138,0.0504,0.515,0.818,0.319,0.166,125.998,27cgqh0VRhVeM61ugTnorD,296360.0,7
Rest On Us - Live,UPPERROOM,0.807,0.105,-13.188,0.0412,0.964,0.0,0.103,0.372,109.014,3FYqKyAKIB4mCygIFc1IYn,220507.0,13
New Wine,Hillsong Worship,0.547,0.357,-6.774,0.0254,0.498,0.0,0.161,0.116,71.953,6hUwJxxuV4m0bl00FTbLlS,285657.0,5
Available (Live),Elevation Worship,0.102,0.0259,-30.196,0.0444,0.964,0.864,0.0972,0.0319,90.128,02dVj5B3vXOjylEFYCCsYQ,644333.0,2
Make Room,The Church Will Sing,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,0.483,150.073,2qxmye6gAegTMjLKEBoR3d,169354.0,6
Stand in Your Love - Live,Bethel Music,0.559,0.857,-4.03,0.0403,0.109,2.16e-05,0.178,0.596,144.017,26ZZUpJ2HO3aZUopW9b70h,218878.0,3
After All (Holy),David Crowder Band,0.672,0.189,-22.178,0.0616,0.884,0.00131,0.0977,0.455,132.015,38MdzN8Rj47qwleGtwyicb,103641.0,13
White Flag,Chris Tomlin,0.337,0.582,-7.603,0.0552,0.0144,0.0,0.107,0.0926,164.233,052qlLEH6ToEQfmSGK8YRQ,246760.0,18
Tremble - Live,Mosaic MSC,0.742,0.847,-2.763,0.0485,0.00117,8.49e-06,0.142,0.516,112.95,5C2d3tz8WACjmw7T6TthQ2,209747.0,16
Lord Prepare Me to Be a Sanctuary,Oasis Worship,0.365,0.182,-16.531,0.0718,0.929,0.00115,0.11,0.261,201.766,74spR22xMSOsriofulsy5S,104713.0,18
While You Were Sleeping,Casting Crowns,0.624,0.434,-8.226,0.0274,0.883,0.00156,0.0797,0.412,128.968,2lxbM6i5Hykn7vDRrL7wdA,258360.0,1
From the Day,I AM THEY,0.44,0.682,-7.416,0.0373,0.681,3.33e-05,0.207,0.626,135.917,5usNPz6U1acDrkUYekGYDY,158853.0,3
Known,Tauren Wells,0.857,0.661,-6.544,0.319,0.0182,0.0,0.115,0.612,163.077,5O9zs6G6RcB6yP1OKwnwiM,217960.0,3
Rise Up (Lazarus),CAIN,0.593,0.103,-14.961,0.081,0.986,0.6,0.12,0.443,66.283,7AHF3V7qRPhZV7gzJLZ3CL,190933.0,14
Phos Hilaron (Hail Gladdening Light),David Crowder Band,0.513,0.546,-10.384,0.0331,0.267,0.00333,0.235,0.584,148.031,7LBfVMw4MNNGCLGmXeuDv6,176500.0,18
Unraveling,Cory Asbury,0.638,0.506,-9.868,0.0333,0.58,2.2e-05,0.0947,0.408,126.414,2DDS5Rc6eYwCHxHIwg0Ewd,410253.0,1
Dear God - Acoustic,Cory Asbury,0.789,0.694,-5.781,0.0729,0.0982,0.0,0.0962,0.549,96.035,5QXQy0f2q8wJNpPwJtjifx,341875.0,16
Graves Into Gardens (Live),Elevation Worship,0.626,0.652,-3.728,0.0261,0.125,0.0,0.0574,0.272,100.347,69eXCw668jME3MRpUgPMmk,226778.0,15
Promises (feat. Joe L Barnes),Maverick City Music,0.732,0.387,-8.47,0.0741,0.0493,0.0,0.141,0.242,157.875,591ks2A0o7ratTpiRdI7M6,159670.0,1
Feel Invincible,Skillet,0.47,0.747,-6.162,0.0509,0.124,0.0,0.0826,0.187,139.934,4rGJKqbPpn5HUhMKeZMFhe,232316.0,17
By Your Side,Tenth Avenue North,0.329,0.509,-6.607,0.0333,0.374,0.0,0.12,0.227,127.119,7zuwaenG5AF0vG7o7kMduX,276187.0,18
Rescuer (Good News),Rend Collective,0.531,0.347,-7.044,0.0345,0.905,0.0,0.0935,0.289,114.441,41WTP0gosjYD74B06uS2tL,224743.0,1
Roadtrip,Dream,0.867,0.744,-5.171,0.227,0.268,0.0,0.0713,0.645,84.005,1Z0cZI0UzNbP9L8MzzGxqf,173288.0,16
Mask,Dream,0.686,0.685,-8.113,0.0416,0.00332,0.0164,0.42,0.374,128.006,5tvvVkt2MhUHfBXEwO1eH3,204800.0,12
Change My Clothes,Dream,0.578,0.447,-7.575,0.0326,0.0233,0.0,0.126,0.361,137.946,4iIwAHZI1lb9vaopPxShiG,209933.0,1
Life By The Sea,Tubbo,0.525,0.753,-7.416,0.0309,0.000158,0.0369,0.314,0.403,112.011,4ndmsvcCgLZH2hZwVw8cuJ,282054.0,12
Taunt,Lovejoy,0.784,0.893,-5.153,0.0923,0.3,1.57e-05,0.272,0.819,118.738,5IKLwqBQG6KU6MP2zP80Nu,216733.0,0
One Day,Lovejoy,0.736,0.849,-3.299,0.161,0.0792,0.0,0.0979,0.727,150.081,0df6GkbwYJZ9l0l8L7SmV6,192112.0,3
Cause for Concern,Lovejoy,0.681,0.467,-9.682,0.0712,0.793,1.74e-05,0.0708,0.125,115.138,6k1uYR0q9GDIbeJpuPCl9b,182973.0,1
"Oh Yeah, You Gonna Cry?",Lovejoy,0.915,0.37,-8.696,0.076,0.0383,0.0,0.171,0.737,130.035,3U5eLgmyGEAFEGjDQBcHEh,163870.0,10
Model Buses,Lovejoy,0.604,0.709,-6.377,0.158,0.0987,0.0,0.0551,0.907,167.832,1INWPr855fwWdAOeecbu0W,137360.0,3
Concrete,Lovejoy,0.453,0.538,-8.212,0.0638,0.449,0.0,0.19,0.516,122.973,6U0FIYXCQ3TGrk4tFpLrEA,204533.0,1
You'll Understand When you're Older,Lovejoy,0.263,0.965,-4.25,0.197,1.42e-05,3.13e-05,0.0598,0.488,157.102,3fnqNxjN7o0tJe7zOQZV68,388035.0,17
The Fall,Lovejoy,0.761,0.838,-3.073,0.0502,0.4,0.0,0.176,0.71,93.974,3AEZUABDXNtecAOSC1qTfo,222560.0,16
