song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,0.853,0.571,-5.845,0.0543,0.133,0.0,0.0564,0.958,117.991,46xkXPGjR9Ig9BcaTUNus3,180160.0,16
Welcome to The Internet,Bo Burnham,0.514,0.512,-8.775,0.135,0.434,0.0,0.112,0.213,184.978,11D34qsYDowIcDVzJaHz1X,151459.0,18
Sweater Weather,The Neighbourhood,0.64,0.715,-5.412,0.0376,0.203,0.0,0.228,0.362,115.025,4YMOFZFfDxiCd9p1q8RF0v,278240.0,15
The Mad King Wilbur,Ari S,0.803,0.585,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,4tCtwWceOPWzenK2HAIJSb,214480.0,16
Venom - Music From The Motion Picture,Eminem,0.745,0.219,-11.216,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,1zNXF2svmdlNxfS5XeNUgr,186251.0,10
I WANNA BE YOUR SLAVE,Måneskin,0.819,0.42,-12.792,0.466,0.895,2.49e-06,0.045,0.409,81.978,05iPxFdqky2tGL6VQDWM8G,111405.0,11
Fallen Down,Toby Fox,0.576,0.736,-5.694,0.0974,0.00211,0.816,0.0981,0.192,180.022,4oX4JDJlHWu44BvX6VAv6n,351997.0,7
fairytales,Gabby Sophia,0.753,0.427,-11.112,0.0387,0.00787,0.00065,0.058,0.295,119.18,1CtAzw53AIXKjAemxy4b1j,255680.0,1
agoraphobic,CORPSE,0.462,0.663,-9.898,0.0981,0.47,0.0,0.0895,0.256,160.002,5iYvwRceZvXum71okKjfVu,223594.0,17
MUFFIN,BadBoyHalo,0.569,0.803,-4.817,0.0388,0.0102,0.0,0.0992,0.272,120.011,5liIYQsJJOYxobZNktE38n,230520.0,15
Vibrant Eyes,CG5,0.678,0.351,-8.654,0.0266,0.747,0.0,0.355,0.569,90.032,210JCw2LbYD4YIs8GiZ9iP,174174.0,12
Gone Away,CG5,0.536,0.751,-5.34,0.0594,0.286,0.0,0.133,0.261,116.011,6bNJEAbLbE4FXdpGWvlLSO,266500.0,15
tommy innit,CG5,0.83,0.564,-7.822,0.235,0.177,0.0,0.128,0.107,85.042,5FkoSXiJPKTNyYgALRJFhD,129882.0,6
I See a Dreamer,CG5,0.607,0.422,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,3vZO25GdYuqFrR1kzZADnp,226987.0,10
Freaks,Surf Curse,0.907,0.476,-10.867,0.344,0.066,0.0,0.0781,0.341,135.712,2ZM5hdzd0HiZ7UYkw9YcBg,209907.0,6
Mad at Disney,salem ilese,0.699,0.538,-14.081,0.0855,0.036,0.887,0.142,0.584,163.045,2oWkWFs1iMuVhXheemsH1t,190245.0,9
You Spin Me Round (Like a Record),Dead Or Alive,0.642,0.85,-6.226,0.039,0.0043,0.0,0.227,0.844,130.023,4HFuHsBO6GdxK3YuYPsLL9,258237.0,0
Able Sisters - Trap Remix,THE PURIST 2,0.349,0.285,-11.36,0.0308,0.835,0.0,0.113,0.537,138.711,5aky9vDCXJgSE89zVkIzgj,176533.0,18
Line Without a Hook,Ricky Montgomery,0.672,0.794,-4.571,0.0295,0.0302,0.836,0.0984,0.127,100.014,0qDF8zVwQPEXNB8OVozS46,81502.0,7
Rät,Penelope Scott,0.82,0.78,-10.441,0.0726,0.00117,0.797,0.103,0.824,121.997,52md1DJJVd2GaShO874SAd,395410.0,9
BEAMIN',Quadeca,0.768,0.821,-4.7,0.0437,0.0256,3.17e-06,0.165,0.516,94.011,1aYcpI8hXtpAEdBq8fp1pH,244293.0,16
Daddy Issues,The Neighbourhood,0.658,0.678,-4.407,0.058,0.303,0.0,0.361,0.662,97.976,5yFSF6qQA1rcLsQRnBsZgb,199111.0,0
Boy In The Bubble,Alec Benjamin,0.659,0.829,-3.968,0.0555,0.692,0.0,0.108,0.515,130.008,3rAyyKRZMj6b77vebFgxKd,193846.0,3
Shivers,Netrum,0.714,0.747,-10.452,0.0454,0.0617,0.887,0.14,0.332,120.011,0LlGYQSAJZI5QrR5hblT6s,308500.0,7
I Hear a Symphony,Cody Fry,0.493,0.867,-4.587,0.0385,0.00125,0.00485,0.124,0.0771,175.01,0wnJzAHeMiJjPnh8Rs6uBP,290235.0,17
High Enough,K.Flay,0.704,0.691,-5.414,0.158,0.255,0.0,0.129,0.427,143.982,5lhcHMDQpNwhM62lSOrvLf,270493.0,6
SugarCrash!,ElyOtto,0.459,0.573,-5.718,0.0287,0.215,0.0,0.0933,0.283,83.009,4dXrqDmsSoeArzUI9iBteR,233222.0,15
Dearly Beloved (Kingdom Hearts),Coffee Date,0.802,0.818,-4.362,0.043,0.00818,0.831,0.306,0.619,116.943,30MZPRYKso3DO6LTcQ71M8,116715.0,9
Discord,The Living Tombstone,0.794,0.716,-7.039,0.0376,0.139,0.0,0.0804,0.964,128.577,1ESWiMfAZJCZH3YC9Mu5CB,228427.0,16
Burning Pile,Mother Mother,0.761,0.408,-13.295,0.0606,0.284,0.751,0.102,0.263,109.948,4lzjmT9jbhGSZwfMMOQDzL,226000.0,14
My Ordinary Life,The Living Tombstone,0.553,0.778,-5.051,0.0486,0.14,0.0,0.0966,0.344,99.984,0M9k7RwiUeDeEe6cfXtQke,191327.0,15
Us Against the World,Kanaya,0.552,0.171,-13.66,0.0544,0.955,0.877,0.122,0.152,102.408,7pKWTcPfT9mg2iAhobFHpS,244467.0,14
Heat Waves,Glass Animals,0.599,0.465,-4.95,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,50Td3qilgs8BLtv8mHyT1t,230880.0,1
Phonky Town,PlayaPhonk,0.723,0.643,-6.861,0.0351,0.32,0.0,0.332,0.548,102.015,2lBqyCeue1bCd6HCZtKXHu,182653.0,0
Five Nights at Freddy's,The Living Tombstone,0.347,0.508,-7.555,0.0297,0.0119,0.0,0.595,0.159,171.827,3iOpiHDobxZO7S4p9Y2Fgu,398333.0,4
It's Been So Long,The Living Tombstone,0.685,0.562,-9.468,0.0274,0.66,0.00255,0.338,0.668,95.974,4a7KZSRbaqnCTFj7Tja83r,274893.0,12
It's Me,Tryhardninja,0.598,0.901,-6.081,0.0359,0.116,0.0401,0.178,0.814,153.24,4cMHCRLPNoEbpnl2rz6GS9,231120.0,3
Break My Mind,Dagames,0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,4VqPOruhp5EdPBeR92t6lQ,304840.0,15
Die In a Fire (feat. EileMonty & Orko),The Living Tombstone,0.3,0.449,-9.308,0.0306,0.395,0.000456,0.137,0.364,82.965,7H71gZwWs3xPWnHM30NDUp,275307.0,5
It's Time to Die,Dagames,0.472,0.373,-12.98,0.0262,0.872,0.206,0.147,0.459,135.193,2JWKzkQbYsNzx019WyGzaH,288267.0,18
The Puppet,GatoPaint,0.35,0.613,-5.453,0.0592,0.0743,0.0,0.069,0.224,120.038,0ihguwGVwKihJ1Nj8fGQlY,230655.0,15
Nightmare,NateWantsToBattle,0.627,0.52,-10.873,0.313,0.564,0.0254,0.0925,0.107,103.92,4ZK6kJ2LllaXrbSG41uOtq,225881.0,1
Follow Me,Tryhardninja,0.932,0.547,-7.787,0.333,0.0388,0.0,0.0924,0.695,94.998,29ZXwWOOLz9t5fa3eT3i7T,176640.0,16
The Puppet Song,Tryhardninja,0.536,0.846,-4.661,0.0558,0.332,0.0,0.047,0.79,154.744,1WOBzx0R3hyphrI1AUv4Zu,181533.0,3
インフェルノ,Mrs. GREEN APPLE,0.729,0.693,-4.47,0.0896,0.167,1.06e-06,0.331,0.49,112.975,5YDD6DuZ04mKQtm0avJTJd,221820.0,0
ブルーバード,Ikimonogakari,0.562,0.868,-4.189,0.0473,0.000831,0.0,0.106,0.476,122.023,041qpPpNFBg7UFvQFD1G9R,206402.0,15
光るなら,Goose house,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,6rUp7v3l8yC4TKxAAR5Bmx,231480.0,15
HEROES,Brian the Sun,0.656,0.321,-11.483,0.047,0.623,0.0,0.0813,0.353,86.487,285NEKr29sQ3yYBw8jEoGM,80849.0,11
House of Memories,Panic! At The Disco,0.612,0.765,-3.909,0.0984,0.0195,0.0,0.039,0.534,88.262,0hP4gyXuCEA0253P8LnXfw,225293.0,15
Devil Town,Cavetown,0.772,0.547,-6.373,0.0541,0.0983,4.35e-06,0.107,0.0957,130.099,0JoHqmlqE0W0i9prt6kcHR,278107.0,6
Freaks,Jordan Clarke,0.488,0.967,-1.825,0.103,4.63e-06,0.00018,0.494,0.331,94.99,7petzbAJP403GAY6F3Zfbx,210000.0,4
Goodbye,Bo Burnham,0.415,0.908,-9.701,0.0765,0.00437,0.0345,0.082,0.437,114.816,2SgbR6ttzoNlCRGQOKjrop,243533.0,15
Blitz,Faster,0.454,0.837,-3.686,0.0302,0.00358,0.00702,0.0373,0.208,174.023,20XmZZkLx8g6hrDH87q6Tk,206617.0,17
My R,Lollia,0.51,0.45,-5.575,0.032,0.778,0.0,0.0781,0.55,175.855,532hxtoAJTgkjt4d7NlnPy,213802.0,3
To the Bone,JT Music,0.639,0.869,-4.024,0.147,0.27,0.0,0.0802,0.767,169.801,5q2JbCNi4FcnglgPfxcV65,307910.0,3
LEMONS (with Cavetown),Brye,0.736,0.454,-8.367,0.0337,0.603,0.000865,0.145,0.321,115.972,6Di7JDj7qcLYcLJnuv1UAk,197877.0,1
Happy Pills,Weathers,0.422,0.862,-3.614,0.0465,0.000107,0.54,0.225,0.0904,74.997,5thdGhxfFalDonxGspEbeZ,262162.0,15
Look Who’s Inside Again,Bo Burnham,0.872,0.52,-6.928,0.0618,0.715,0.0,0.0982,0.736,131.918,2Tw5IFM83hQesdaqgf5Iyd,183243.0,10
Shinzou Wo Sasageyo (Attack on Titan),NateWantsToBattle,0.491,0.452,-7.86,0.0491,0.579,0.0,0.0907,0.455,160.227,0fMhhdMdbC94rHHK63jwWu,193040.0,18
Ghost - 2WEI Remix,Marvin Brooks,0.556,0.632,-15.706,0.103,0.97,0.829,0.38,0.564,158.127,3XErpKRXcvuirTaD0dRHgR,188843.0,14
The Fine Print,The Stupendium,0.212,0.119,-20.511,0.0366,0.976,0.907,0.087,0.0396,84.346,1Xy6MHSaX3IUGGqst6RzYM,1252322.0,2
Win It All,Derivakat,0.642,0.772,-6.61,0.0848,0.0476,0.0,0.0646,0.589,153.995,4e4fqjx0Izh4svvTef1z7e,164205.0,3
It's Tough to Be a God,Annapantsu,0.577,0.393,-7.322,0.038,0.586,0.000181,0.0927,0.132,89.858,6ZC0G0vb5tr86xeJP766Ok,177162.0,5
spy?,WHOKILLEDXIX,0.574,0.866,-6.253,0.0486,0.00074,0.0286,0.122,0.537,93.986,2CpoJtLQ9SIuVTxcIVb7ZD,197707.0,15
Your New Boyfriend,Wilbur Soot,0.538,0.334,-8.0,0.0337,0.585,0.0,0.0851,0.722,88.084,7zNMkRAX6YiP0pH2yroCKB,153040.0,11
Minecraft Pigstep - Remix,FlyxTheKid,0.433,0.891,-4.952,0.0547,2.85e-05,0.0,0.0924,0.321,89.991,3gI9lvmYDGf8kyDDpaG2gq,189129.0,15
Other Friends,Caleb Hyles,0.644,0.355,-6.485,0.0317,0.503,0.0,0.13,0.392,91.508,53KhTXn9vEK7akH5cWhT0E,142947.0,11
Trust Me Not (Hero and Villain Duet),Backseat Vagabond,0.536,0.751,-5.34,0.0594,0.286,0.0,0.133,0.261,116.011,33uGRGCoS6aqQdLRpNphlh,266500.0,15
Insane,Black Gryph0n,0.885,0.857,-2.279,0.204,0.205,0.0,0.671,0.818,90.025,3dWpRjCmaHbroNahuSeX11,262000.0,0
Marionettes,Kanaya,0.767,0.659,-7.429,0.0444,0.325,0.0,0.13,0.439,124.946,20McUFi8KCIVdNDLrkTDuZ,163208.0,6
killer queen,Mad Tsai,0.437,0.291,-9.334,0.0359,0.876,0.0,0.0767,0.126,91.531,12Laf9APmtwdQIhmEx8yT5,248807.0,5
I'll Let It Burn,Kanaya,0.487,0.127,-15.316,0.0333,0.855,0.0,0.0976,0.529,95.145,3qzH8q4PzaSd59BXpqWFLo,154760.0,13
Addict,Silva Hound,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,70LcF31zb1H0PyJoS1Sx1r,238640.0,5
Overwhelmed (Ryan Mack Remix),Ryan Mack,0.421,0.0162,-25.358,0.0388,0.808,0.0024,0.0978,0.154,110.479,0aWMVrwxPNYkKmFthzmpRi,337733.0,13
Sociopath,StayLoose,0.884,0.684,-4.398,0.0682,0.0721,0.0,0.0903,0.825,101.029,6FcCDt1vw3VmXyEvID8jfC,224893.0,16
parents,YUNGBLUD,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94,3xKsf9qdS1CyvXSMEid6g8,184516.0,4
Alone,Nico Collins,0.502,0.873,-5.175,0.241,0.0712,0.0,0.0702,0.384,81.282,1p6Sc7zeA9dMIDT1mIpCJ1,203973.0,15
Full Circle,Five Finger Death Punch,0.38,0.321,-12.44,0.0325,0.948,0.518,0.276,0.145,91.711,5TGv36v9A0AsLq1xJrNs5V,188040.0,14
Empty,Olivia O'Brien,0.404,0.634,-4.772,0.0311,0.0371,0.00209,0.182,0.0943,153.951,4pRYWucBrSGVwY95PWw4do,330360.0,17
Injustice,CG5,0.757,0.405,-13.709,0.117,0.528,0.126,0.1,0.0537,124.014,5vOUYERtWnw7CfrxktLrK2,220645.0,1
Total Insecurity (FNAF Security Breach),Rockit Music,0.761,0.699,-11.836,0.0597,0.0474,0.848,0.0934,0.643,118.001,1RL9gghbn6lqDyCTPteNfB,327458.0,9
Five Nights at Freddy's Security Breach Revision,Scraton,0.436,0.824,-6.681,0.11,0.00283,0.000183,0.341,0.414,173.098,5M4YVYjvWSmnx408ZC0SX8,281493.0,4
When Nothing Mattered More Than Friends,Amanda Fagan,0.599,0.61,-8.633,0.24,0.213,0.000414,0.151,0.434,159.933,5iMRhOHzze2CujxHiJ6cRL,252021.0,3
It's Spreading,DHeusta,0.763,0.901,-8.328,0.165,0.0714,0.0109,0.251,0.762,119.968,4t18Py5qQvK6DriDoPkPrO,192507.0,0
"Oh, Death",SUGR?,0.708,0.37,-9.438,0.278,0.274,0.0,0.158,0.624,175.889,5MmZvtfEIRxWWVM2hcKvS8,165734.0,10
"Oh Death (From ""Until Dawn"") - Epic Rock Cover",HeroPoint,0.763,0.875,-5.797,0.0262,0.024,5.41e-06,0.599,0.8,123.013,5fnA9mkIfScSqHIpeDyvck,189413.0,0
Faint,Linkin Park,0.742,0.579,-5.024,0.202,0.0381,0.0,0.0952,0.502,144.994,1a7WZZZH7LzyvorhpOJFTe,258475.0,6
I Hate Everything About You,Three Days Grace,0.575,0.714,-5.247,0.0596,0.395,0.0,0.115,0.32,144.982,47Bg6IrMed1GPbxRgwH2aC,262231.0,17
Duality,Slipknot,0.487,0.464,-9.821,0.03,0.0666,0.00531,0.105,0.851,121.242,1GLmaPfulP0BrfijohQpN5,169933.0,10
Before I Forget,Slipknot,0.536,0.408,-9.245,0.0485,0.674,0.0,0.129,0.163,93.997,6pKtFvYZwD1FJMfH4ny1ol,202340.0,5
Bodies,Drowning Pool,0.324,0.367,-9.814,0.0377,0.806,8.98e-05,0.0836,0.16,110.947,3o1cohFfwd57rAvrbyVE5e,238787.0,5
The Devil in I,Slipknot,0.677,0.892,-5.436,0.0452,0.0102,0.0666,0.0497,0.16,125.047,3Ks7gaJ1VlEvADfC4x4tak,251520.0,6
Psychosocial,Slipknot,0.475,0.85,-3.076,0.0382,0.000122,0.313,0.121,0.0484,174.003,0K33le1BsQS5OWzDSscAXA,280109.0,17
Wait and Bleed,Slipknot,0.584,0.465,-4.88,0.0262,0.678,0.0,0.106,0.299,95.969,1hCTxutVVYvggAQcUUUZAT,224586.0,11
Spit It Out,Slipknot,0.166,0.288,-12.45,0.0389,0.917,1.89e-05,0.0889,0.0748,174.166,3jMy7ITBiLgVwC15RBK9Hp,179840.0,18
Killpop,Slipknot,0.704,0.534,-7.028,0.276,0.0243,0.0,0.0824,0.189,104.99,5WPXnJulBVflChZ8qIe91d,245947.0,1
People = Shit,Slipknot,0.542,0.581,-5.687,0.159,0.701,1.02e-06,0.0741,0.0857,108.909,1hxE8xAp7CrBsdpiRpiWFy,213464.0,1
Left Behind,Slipknot,0.488,0.282,-12.39,0.0525,0.857,1.87e-05,0.125,0.468,132.847,4WyWVpoXP9z0SczdZdfVI2,181010.0,18
Sweet Dreams (Are Made Of This),Marilyn Manson,0.416,0.583,-7.994,0.037,0.0383,0.0,0.116,0.185,140.001,5O306r2a9Nl7rm5ZlaTqka,507307.0,18
Dead Memories,Slipknot,0.636,0.373,-9.062,0.0289,0.56,2.94e-06,0.0864,0.548,130.618,5p3nvmoaAY03qGmBQApn0w,168120.0,10
Chop Suey!,System Of A Down,0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,4pAl7FkDMNBsjykPXo91B3,191600.0,1
Freak On a Leash,Korn,0.723,0.82,-5.774,0.2,0.426,0.0,0.173,0.733,93.029,7eRwkWZZavrUYtA0OG2uMC,206478.0,16
Down with the Sickness,Disturbed,0.736,0.308,-11.543,0.0421,0.492,0.00248,0.179,0.439,132.767,3vSLSOhE8HWBC2WiN0j0hD,175135.0,1
Walk,Pantera,0.766,0.572,-8.902,0.17,0.347,0.0,0.197,0.556,94.063,2cKJmkbLEg5zcar0QpioUw,176960.0,11
Last Resort,Papa Roach,0.459,0.91,-4.159,0.0948,0.00198,0.217,0.172,0.276,116.009,1T38PfS3mH0GSGu1LUS1xv,217522.0,15
Break Stuff,Limp Bizkit,0.233,0.0252,-24.824,0.0346,0.975,0.601,0.143,0.0936,94.736,4J0e4gEqaLQlG5EM0wws1K,707173.0,2
Sulfur,Slipknot,0.69,0.585,-7.37,0.0421,0.754,0.00667,0.107,0.188,100.015,1QGac4OblpXqHpk9AubVuo,235867.0,6
B.Y.O.B.,System Of A Down,0.504,0.904,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,1jDJFeK9x3OZboIAHsY9k2,183440.0,3
Nightmare,Avenged Sevenfold,0.664,0.609,-6.509,0.0707,0.304,0.0,0.0926,0.194,130.041,3Vi5XqYrmQgOYBajMWSvCi,210560.0,6
Absolute Zero,Stone Sour,0.349,0.938,-1.517,0.0518,0.0458,0.0187,0.151,0.0696,75.017,22Vf2iU0d474KlNp8KXmAF,172800.0,15
Numb,Linkin Park,0.197,0.247,-8.542,0.0306,0.934,0.0163,0.111,0.407,75.787,4ZHGRFGwjnEIXHG2FhcDPv,185176.0,5
Dig,Mudvayne,0.403,0.394,-5.646,0.0313,0.0045,0.000634,0.142,0.21,92.061,66UXlR0e3ZtU9iu8kPjCKT,241152.0,5
Falling Away from Me,Korn,0.847,0.695,-8.909,0.153,0.121,0.0,0.104,0.645,96.589,1mqjHvfXR4l3v051wU1pZa,223373.0,16
Stricken,Disturbed,0.263,0.307,-9.724,0.0295,0.71,7.48e-06,0.337,0.239,182.082,5BpmwiKR6ns1EtfCQRpNUc,258025.0,18
Hail to the King,Avenged Sevenfold,0.467,0.434,-8.475,0.0326,0.0415,0.0,0.113,0.0951,83.888,6O98SKwcM7zAnKaSsJL6bY,236813.0,5
Lift Me Up (feat. Rob Halford of Judas Priest),Five Finger Death Punch,0.56,0.505,-10.534,0.0337,0.258,0.0,0.117,0.263,85.0,7g3MdW9vvunaniaNq4C8Fe,227910.0,11
Custer,Slipknot,0.572,0.786,-8.469,0.0642,0.519,0.00093,0.11,0.952,188.115,6D8kc7RO0rqBLSo2YPflJ5,174867.0,3
Toxicity,System Of A Down,0.451,0.896,-5.691,0.0667,0.000238,0.00733,0.315,0.251,132.097,4Mnab55p5RSU9ldpZWMVfk,413000.0,4
Coming Undone,Korn,0.683,0.685,-5.96,0.0276,0.0208,0.0177,0.1,0.696,110.791,2Sh3g4QYQrIAsvgfTXmSaX,237707.0,16
Welcome to the Family,Avenged Sevenfold,0.356,0.96,-3.487,0.104,0.0142,0.0,0.209,0.0857,125.921,5dTHtzHFPyi8TlTtzoz1J9,204733.0,15
The Vengeful One,Disturbed,0.585,0.532,-9.673,0.0268,0.209,0.00797,0.227,0.68,94.461,1hHGUdFaiJHw9hVZGJWYO2,180067.0,11
Through Glass,Stone Sour,0.37,0.614,-4.749,0.0302,0.0636,0.000128,0.0702,0.128,140.006,1ywKtvXMogqxvoWQuUqWmb,258627.0,17
Redneck,Lamb of God,0.621,0.485,-13.429,0.219,0.108,0.13,0.156,0.14,183.391,4ncFRft2xEs4kanULQjaOz,343000.0,18
Symphony Of Destruction,Megadeth,0.541,0.815,-7.223,0.0297,0.00035,4.5e-06,0.117,0.64,141.485,6s3kEvE18DIURckoh0mWTZ,219440.0,3
Tears Don't Fall,Bullet For My Valentine,0.7,0.0908,-20.601,0.0528,0.842,0.511,0.0883,0.0864,81.153,6916T4FnaJvcmGl9PDbbz7,250853.0,14
I'm Broken,Pantera,0.77,0.434,-13.356,0.0768,0.975,0.865,0.112,0.818,140.019,3PV4bPPqezu18K45MIOrVY,56571.0,9
The Negative One,Slipknot,0.685,0.664,-7.441,0.0301,0.00391,0.0,0.0823,0.226,126.039,17zGghD5m3M35DbTpCJvcW,238213.0,6
Aerials,System Of A Down,0.853,0.981,-3.947,0.0751,0.247,0.468,0.306,0.595,118.193,2bCQHF9gdG5BNDVuEIEnNk,257760.0,0
Bat Country,Avenged Sevenfold,0.538,0.804,-5.194,0.0358,0.0041,0.0,0.33,0.507,144.992,0dXNQ8dckG4eYfEtq9zcva,197640.0,4
Indestructible,Disturbed,0.517,0.908,-8.918,0.0358,0.108,0.845,0.107,0.0756,119.993,1WVVHCbf9vWmb0dLI5ZGhB,248000.0,7
Laid to Rest,Lamb of God,0.287,0.579,-5.722,0.0562,0.0526,0.0,0.121,0.377,78.377,1ZdY30vA8tRU3Xi9EEM3iy,203987.0,5
Die MF Die,Dope,0.497,0.59,-11.203,0.0296,0.139,7.11e-06,0.378,0.969,142.027,2GB8OypbvrvCee61FKx5dp,137480.0,0
My Curse,Killswitch Engage,0.763,0.608,-8.1,0.035,0.262,2.5e-05,0.12,0.394,121.02,0lb9s7k8UalCr9tRoP2PZN,138013.0,6
Killing In The Name,Rage Against The Machine,0.367,0.337,-9.857,0.0326,0.955,0.117,0.0869,0.283,181.868,732Zsh1L5ixRNgAmiPyvrp,192040.0,18
Awake,Godsmack,0.15,0.859,-2.827,0.0595,0.00201,0.194,0.387,0.354,170.527,0WSa1sucoNRcEeULlZVQXj,228147.0,4
Holy Wars...The Punishment Due - Remastered,Megadeth,0.604,0.881,-6.301,0.0451,0.00116,0.0,0.104,0.875,99.977,31uHsXIJUjf0NyWBhsSHfX,194564.0,16
5 Minutes Alone,Pantera,0.614,0.318,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,04sN26COy28wTXYj3dMoiZ,180933.0,1
Locust,Machine Head,0.733,0.859,-3.773,0.0434,0.0871,0.0,0.121,0.396,102.025,0mve4vxmwumqI6gnw7euma,244089.0,6
One Step Closer,Linkin Park,0.487,0.534,-5.664,0.0555,0.36,0.0,0.1,0.173,131.798,3UoULw70kMsiVXxW0L3A33,201882.0,1
Fear of the Dark - 2015 Remaster,Iron Maiden,0.913,0.573,-9.05,0.379,0.0202,0.0,0.236,0.626,145.011,0hxaEtFtNGWF2U7Z6KvmMB,162802.0,10
Your Betrayal,Bullet For My Valentine,0.6,0.648,-10.913,0.494,0.287,0.0,0.478,0.176,140.17,2bJhZRoH7UD18gdjgbSNaH,154122.0,12
Repentless,Slayer,0.757,0.341,-12.184,0.0963,0.0798,0.00234,0.136,0.342,131.259,3uSpDTngf2UjXk5RSwIJIu,296960.0,1
Walk with Me In Hell,Lamb of God,0.597,0.266,-8.973,0.028,0.805,0.0,0.128,0.352,129.981,6mvjHs3ARC10teeMFZ4kh5,221077.0,1
In Waves,Trivium,0.574,0.347,-12.099,0.0461,0.865,0.0,0.346,0.293,109.884,6gQ2I32ChoaFhmn9ZVHfU3,168000.0,12
Is There Anybody Out There?,Machine Head,0.776,0.678,-4.505,0.376,0.00476,0.0,0.363,0.81,181.872,4HK9Ive4wK7426QXxQZS6L,148376.0,3
Roots Bloody Roots,Sepultura,0.375,0.461,-6.202,0.0279,0.627,0.0,0.386,0.233,75.217,4PV0uE5pZSh44E3NqNNDEH,223270.0,5
Roadtrip,Dream,0.679,0.617,-5.328,0.12,0.19,0.0,0.0798,0.665,189.993,0REjFxlMJRQxPqWSdmXiAT,228760.0,3
Mask,Dream,0.714,0.937,-2.947,0.0399,0.206,0.0,0.0731,0.964,124.13,5EOoMWIB9iK4ZpcSex9Ec7,194147.0,16
Change My Clothes,Dream,0.658,0.89,-0.939,0.0449,0.00479,0.681,0.299,0.213,144.943,6REKxS2cHlZxLgdGcxtwCv,158897.0,7
Life By The Sea,Tubbo,0.744,0.814,-4.922,0.0996,0.0807,0.0,0.0491,0.919,172.023,3lsGx2tJnbeGeR1U3xYZGS,217693.0,3
Taunt,Lovejoy,0.696,0.817,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,6kex4EBAj0WHXDKZMEJaaF,216409.0,16
One Day,Lovejoy,0.563,0.867,-3.826,0.319,0.22,0.0,0.701,0.719,137.615,6C3Yveqsc2mDkhkOSTAdvu,205241.0,8
Cause for Concern,Lovejoy,0.394,0.975,-2.945,0.0963,8.81e-06,0.589,0.0732,0.203,185.068,6FSIETAperDxRREVZL7nGj,166053.0,17
"Oh Yeah, You Gonna Cry?",Lovejoy,0.445,0.964,-5.493,0.282,0.037,0.0132,0.0773,0.448,140.817,28WmNsclKsrVmdv3tDmoYU,414720.0,17
Model Buses,Lovejoy,0.744,0.697,-14.753,0.0631,0.039,0.0,0.171,0.683,119.955,1KONmY3enP3r3nIPQidWAy,258200.0,10
Concrete,Lovejoy,0.647,0.507,-7.5,0.0342,0.455,0.0,0.0718,0.261,129.913,1APA4SnZ5FgMrmglw6M63u,196302.0,1
You'll Understand When you're Older,Lovejoy,0.447,0.778,-5.417,0.0633,0.0031,0.00164,0.187,0.164,167.085,15VvSeKsuRnDbiJAJSKtX3,209000.0,17
The Fall,Lovejoy,0.329,0.00781,-29.613,0.0495,0.993,0.895,0.0891,0.0369,71.206,4XfrFcb9MMnvxsJoZJfg9s,331964.0,2
It's All Futile! It's All Pointless!,Lovejoy,0.621,0.873,-3.067,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,5hM5arv9KDbCHS0k9uqwjr,237800.0,16
Saline Solution,Wilbur Soot,0.386,0.762,-6.341,0.564,0.122,0.0,0.527,0.433,170.691,0BiK5BbYNFLb88CCOxBFJe,138312.0,4
Jubilee Line,Wilbur Soot,0.464,0.828,-9.346,0.309,0.00291,0.896,0.536,0.3,76.519,4KuitjVcq81F0lSr395syd,113032.0,7
Your Sister Was Right,Wilbur Soot,0.687,0.644,-6.327,0.0395,0.298,0.836,0.0983,0.184,125.004,6dOLWS1ee89ZezU4aRnpaX,249985.0,7
Losing Face,Wilbur Soot,0.291,0.809,-8.367,0.0412,0.034,0.000503,0.338,0.187,131.004,7FVrFUzYRvYWyZETBC55EK,222075.0,4
La Jolla,Wilbur Soot,0.811,0.699,-5.211,0.114,0.0726,1.38e-06,0.148,0.733,122.987,63CSozvYUEudPp12679UVF,214789.0,16
Since I Saw Vienna,Wilbur Soot,0.514,0.624,-9.287,0.0842,0.513,0.00517,0.307,0.755,166.726,3VgrSJEKBRT3xmwzpaxxEF,163053.0,3
I'm Sorry Boris,Wilbur Soot,0.66,0.938,-4.334,0.0491,0.00271,0.00898,0.125,0.437,130.044,6CJypZai1Sqyqmyopm0u4u,234353.0,15
